desc,reduced_topic_id
"  Borrower added on 01/19/13 > make repairs to my home , as well pay off credit card debts<br>",3
Looking to consolidate some debt.  I have a couple credit cards and a small tax bill that I would like to pay off since they have higher interest rates.,0
  Borrower added on 12/03/12 > Pay down debt and purchase a second rental property.<br>,-1
  Borrower added on 10/04/13 > Debt consolidation. I used my credit cards to remodel my house. The maxed cards are hurting my credit.<br>,0
  Borrower added on 09/26/11 > This loan will help me expand my business. Therefore more income in the future. This is a good.<br/>null,1
  Borrower added on 08/19/13 > to pay against a higher interest loan<br>,1
  Borrower added on 07/17/13 > I will be paying of my loan with Wells Fargo and using the rest to purchase an engagement ring for my girlfriend.<br>,27
  Borrower added on 09/06/11 > I am asking for the loan to consolidate all my credit card debt into one monthly payment.<br/>null,-1
"  Borrower added on 07/30/10 > I will use this loan to consolidate debt so that I can make one monthly payment.<br/> Borrower added on 07/30/10 > My annual income was determined from my full time job as an occupational therapist, child support (to be received for the next 18 years).  My annual income also increases from itinerant work that I do throughout the year.<br/>",-1
  Borrower added on 04/06/12 > This loan is to consolidate 3 revolving accounts.<br>,1
  Borrower added on 05/02/13 > Just moved recently to this new apartment. Had some unexpected expenses that needs to be cleared up. There is also some small credit card  companies I want to do away with. Going on vacation shortly and I can use some extra cash.<br>,12
  Borrower added on 03/14/14 > To pay off medical bills and credit card balances.<br>,-1
  Borrower added on 05/04/13 > I recently purchased a home on 3 acres it is 3 separate parcels there is no garage so I need to have a garage and shop for all my paid for toys there is an all steel structure that is 1700 square feet in size for $19000.00 free shipping and installation I need to have a concrete pad installed<br>,-1
"  Borrower added on 06/26/12 > When paying more than the monthly minimum, I still can't gain any ground because the credit card interest rates are too high .<br>",3
  Borrower added on 06/05/12 > This will be my second loan with Lending Club - I need additional help consolidating the debt I didn't cover with the first loan (I aimed low) and I'd like to get myself into better shape - credit wise for the future.<br>,1
  Borrower added on 07/27/12 > debt consolidation<br><br> Borrower added on 07/27/12 > I want to pay of my credit cards and improve my credit score.<br>,0
  Borrower added on 04/11/12 > Loan is to purchase and installation of a swimming pool.<br>,10
  Borrower added on 10/19/12 > My loan is for paying off credit cards and eventually become debt free.<br>,-1
"  Borrower added on 11/23/13 > Looking to consolidate credit card debt under a lower interest rate, then retire from use, but not eliminate, some of the cards in my name. On a plan to remove/reduce outstanding debt on an aggressive schedule.<br>",-1
"  Borrower added on 11/16/10 > The money will be used to consolidate 9 of 12 accounts totaling $16,500 into 1 account and lowering the monthly expense from $1450 to $460. The monthly savings will then be applied to the remaining accounts and these will be closed in 2011<br/>",-1
"  555851 added on 10/13/09 > Interested in getting a low rate loan to do final home improvements before putting home on the market. 555851 added on 10/14/09 > Please note, I can afford this monthly payment and will pay back on time.",14
"  Borrower added on 06/06/13 > I am simply looking to consolidate and pay off all my debt.  My goal is to be completely debt free in 5 years or less.  i have been reducing my debt regularly, but it would be simpler if I can have one loan to get this done.  Your assistance would help make my goal reality.<br>",-1
  Borrower added on 01/29/14 > I am requesting this loan in order to consolidate my debts and have only one payment a month to make.<br>,-1
<br> Borrower added on 01/04/13 > Payoff 2 high interest loans<br>,1
"  Borrower added on 05/11/13 > Home renovation. Replacing windows, furnace and redoing old bathrooms.<br>",-1
  Borrower added on 09/23/13 > loan is to pay off 3 of my credit cards that I already pay high interest rates<br><br> Borrower added on 09/23/13 > loan is to pay off 3 of my criditors that I already pay high interest on<br>,-1
  Borrower added on 03/24/13 > I am going to pay off 3 credit cards and update my kitchen a bit.<br>,-1
  Borrower added on 06/18/13 > pay off ge credit and wiremens credit union<br>,3
"  Borrower added on 01/25/13 > Most of the funds will be used to pay off existing, higher interest credit card debt.  A small portion will be used for a vacation.  Thank you for helping me become credit debt free in 36 months!<br><br>  Borrower added on 02/02/13 > Though I could have settled my credit card debt for less than I owe, I chose this route for two reasons:  the debt will be paid in full and peers, not corporations, will earn the interest on my payments.  It's a win-win with no chance of failure!<br>",1
"  Borrower added on 12/07/12 > After the loss of my mother, i was left with unforeseen grief and expenses.  I'm looking to get things back on track<br><br>  Borrower added on 12/11/12 > I'm looking to consolidate the expenses and ways i grieved after the loss of my mother at a very young age.<br>",-1
I am going to use this money to build credit. I am trying to build enough credit in the next year to be able to buy a piece of property I had to sell everything I owned after a divorce six years ago and now I am in need of a credit building. I own a mobile home presently but am looking to upgrade my living situation once I have a good credit standing.,-1
  Borrower added on 04/22/13 > Consolidation of debts as well as some home improvement projects.<br>,2
"  Borrower added on 09/13/13 > Debt considation, lower interest rate, home improvements.  It seems like I am only paying interest charged every month and getting nowhere.  I keep trying to save but have to use the money for other things instead.  I need an end.  I also need to finish some home improvements that we started.<br><br> Borrower added on 09/13/13 > I need the loan to consolidate my high interest credit cards i.to one payment so I can pay off in 3 years or less.  I will use the remaining amount to finish home improvements.<br>",-1
  Borrower added on 01/24/13 > I am looking to refinance a credit card with a lower rate.  I have been paying above the minimum amount due per month and it dosent make a big difference to bring the balance down.<br>,7
  Borrower added on 06/15/13 > To paid credit cards to a lower interest<br>,-1
  Borrower added on 03/26/12 > My current monthly expenses are $1200.<br>,12
  Borrower added on 01/22/13 > to pay of credit cards<br>,-1
"Borrower added on 11/29/10 > This $20,000 debt consolidation should leave me debt free with the exception of my mortage (4.75% rate) and a $6K balance on a student loan - also with very low interest rate.  My wife and I have 2 vehicles, one of which is paid for, the other is leased so our total monthly debt payments would include the following: Mtg ($1,268), Lending Club ($450), Vehicle Lease ($500), Student Loan ($90).  I'm an accountant by degree and have worked in finance / accounting for 10+ years earning at least $80K per year since 2006 and currently make $88K.  My wife is also employed as a teacher and makes appoximately $30K.  Her career choice, not mine, but admirable nonetheless..<br/><br/>Nearly all of our debt is related to the birth of our 3rd son which was a blessing but not planned.  We agreed that taking a year off work made sense for her given her salary and the cost of daycare for 3 children.  We currently pay approximately $1,300 / month for childcare but in June that will cut in half as our middle child begins school.  We also took advantage of the home buying credit to purchase a larger house in December of 2009 and even though we got a great deal we still had to purchase several major appliances and out of pure convenience used high interest credit cards to do so.<br/><br/>We're finally rounding the turn and getting past the cost of daycare and diapers, not to mention the 3 surgeries to have tubes placed in the little ears and having tonsils removed.  We have 3 beautiful, healthy little boys (7,4, and 3) and look forward to planning towards saving for their future.  I finally, I have 5,000 shares in a small biotech company that I feel too strongly about to sell but in a pinch, I could always sell the stock if I had to.  I understand the importance of maintainting my good credit rating and even gave second thoughts to this loan simply because of the inquiry and the perception of trying to borrow 'more' money - even though it makes perfect sense.<br/><br/>Thank you for your consideration!<br/> Borrower added on 12/26/10 > *  This loan was originaly funded at 75%(ish) but relisted because I was unaware my check stubs had not been received and I exceeded the 3 days post closing to provide verification of income.  I have since provided all informattion necessary to verifying my income.<br/><br/>**  I will accept partial funding.<br/><br/>***  Despite only having worked for my current employer for 1 year, I was recruited after 10 years in this industry.  We're currently the 8th largest healthcare provider in the world having experienced 100% growth in 2010 and my position and future with the company is extremely secure.<br/><br/>~ Please consider funding to help me get out of my college and having 3 babies debt :)<br/>",1
  Borrower added on 11/04/13 > The loan will be used to consolidate all current credit card &amp; loan debt <br>with higher interest rates and set a plan of full repayment withn 5 years or<br>less<br>,1
"  Borrower added on 09/22/12 > To Whom It May Concern:, I am borrowing this amount to repair my dentures, which needs to be refitted and &quot;new&quot; teeth added to my lower dentures.   I need my dentures, so I can eat nutritious foods to keep a healthy lifestyle.  No dental Insurance, and need to pay in cash.<br>Thanks and God Bless,<br>",-1
Simply looking to pay off all credit card debt.,0
"  Borrower added on 07/14/13 > I sold my house and I need $15,000 to cover all my closing costs (basically the realtor fee). Selling my house I will save more than $3,000 a month and I can use some of that amount to repay this loan easily<br>",26
"  Borrower added on 11/30/12 > My fiance and I are planning a wedding for early next year, and would like to have a beautiful day that joins our families together as one.<br>",-1
"  Borrower added on 06/20/13 > I will be consolidating higher rate interest credit cards to retire debt faster.<br><br>  Borrower added on 06/21/13 > I started a business from scratch 13 years ago. I was told 90% of businesses fail in the first year and that the first 3-5 years would be rough. They were not lying we accumulated about $100,000 in cc debt to survive. We nave not gone backward in 3-4 and now the goal is debt free in 3-4 years.<br>",-1
  Borrower added on 04/23/12 > I pay my obligations on time.  I have a 13+ year work history with my current employer.<br>I am in the medical profession which is a good career field at this particular time.  I do not have the worry of being laid off or my employer downsizing.<br>,-1
"  Borrower added on 01/07/14 > Pay off credit cards, a hospital bill, and clinic bill<br>",5
"  Borrower added on 01/07/12 > Looking to use the loan to pay off a credit card that has a much higher APR, in order to then pay off the new loan over the 3-year period (or hopefully sooner) and take advantage of the savings on interest due to the lower APR.<br>",0
  Borrower added on 03/02/12 > i recently had borrowed $1200 from my father for a deposit on a new apartment so that i could move closer to my job and we had an agreement to do monthly payments buthe has now decided he needs the money in full and i need to get a loan in order to pay him back. thank you for your consideration.<br>,-1
"  Borrower added on 03/03/14 > My credit card debt got out of control a couple of years ago due to a family emergency, unexpected home repairs, and life in general.  Now I am looking to consolidate to one lower payment and pay off this debt once and for all.<br>",0
  Borrower added on 03/06/12 > Consolidate Capitol One and our Discover Card<br>,0
"  Borrower added on 08/15/12 > I am requesting $4,000 to pay off all of my credit card debt and to then have one managable payment. I have a steady job and good standing credit. I find it be easier to make one payment rather than 3 different ones, plus have a lower interest rate. Thank you for your consideration.<br><br>  Borrower added on 08/15/12 > Hello:<br><br>I plan on paying off 3 revolving credit cards. I want just one simple payment rather than 3 different payments; helping build my financial future with the low interest rate.<br><br>I have been working for the same company for the past 8 years and have a good credit standing.<br>",-1
  Borrower added on 04/30/13 > My home was vandalized while I was out of town and it needs major repairs<br>,11
  Borrower added on 06/09/11 > I plan on using the loan for a new hvac system<br/>I've been at my job for going on 5 years with no planes to leave anytime soon<br/>,-1
  Borrower added on 10/12/12 > credit cards<br>,3
  Borrower added on 07/22/13 > Debt consolidation<br>,2
  Borrower added on 01/08/13 > Lowe interest rates.<br>,-1
"  Borrower added on 12/20/11 > My 3 year plan to be debt free.<br><br> Borrower added on 12/20/11 > Thank you to all the investors.  Means so much to me that there are people out there willing to help out others.  Thank You!<br><br>  Borrower added on 12/21/11 > I can't express how thankful I am to each of you!  I hope all of you have a very Merry Christmas!  Thank you again!<br><br>  Borrower added on 12/22/11 > My employment length is short because I just got a new job a little over 3 months ago.  I was employed prior to my current position, I just had the chance to take on a better opportunity and making more money.  Looking forward to a great start in 2012!<br><br> Borrower added on 12/22/11 > Breakdown of my bills:  Rent- $520, Utilities- $80 Phone-$40 (Company pays $50 a month) School Loans- $185 Credit Cards - $400 all together.  Hoping to receive this loan so i have one monthly payment for my credit cards and be able to throw more money at once towards one payment!<br>",1
  Borrower added on 01/14/14 > Looking to use time-value of money as advantage by consolidating debt &amp; paying lower interest will be able to eliminate debt over shorter period of time.<br>,2
"  Borrower added on 03/21/11 > 1. To visit my mother, pay some debts and also help my family.<br/>2. Always pay my bills on time, never had a problem with payments<br/>3. Around $2000 &amp; $2500<br/>4. 100% stable<br/> Borrower added on 03/21/11 > I can submit any extra information if its required.<br/>The loan is also to be used for some medical expenses that my mother needs.<br/>",-1
  Borrower added on 02/04/13 > I wish to consolidate my credit card debt and pay off outstanding loans. This loan will allow me to do that.<br>,0
  Borrower added on 07/17/12 > I am consolidating a 2 credit cards. This loan will reduce my monthly expenses a bit and have me debt free in three years. I have an extremely steady job and excellent credit.<br>,-1
  Borrower added on 09/09/10 > I'm wanting to use the funds to consolidate some of my bills.  It would be much easier to pay a single bill than 3 or 4 separate ones.  I have good credit (in the high 700s) and I've never fallen behind on payments of any type.  I'm employeed with a government contractor and my job is very stable.<br/>,0
  Borrower added on 10/23/13 > The loan is to consolidate credit card balances which have very high APR.<br>,-1
  Borrower added on 01/22/13 > I'd like to consolidate my current credit card and auto loan balances that I pay every month so that I don't have to keep track of so many payments and to save in finance fees by paying them off early.<br><br>  Borrower added on 01/22/13 > I'm sure there will be no issues with making the monthly payment for this loan.<br>,-1
"  Borrower added on 11/18/13 > Unfortunately, I have accrued debt like every other citizen.  I would like to get a helping hand in eliminating it, and I know this loan will help.<br>",-1
  Borrower added on 09/07/13 > do some work on my house do some dry wall work and some work on the<br>outside<br>,-1
  Borrower added on 08/07/12 > Tell your story. What is your loan for?<br><br> Borrower added on 08/07/12 > This loan will be used for paying off high interest credit cards that I feel no matter how much I pay monthly the balance never goes down much. Consolidating everything to one payment will also help me instead of balacing more than one payment a month. Thank you for your consideration.<br>,-1
  Borrower added on 08/16/11 > I'm going to pay off my Home Depot card and two personal loans.<br/>null Borrower added on 08/24/11 > Monthly expenses around $2615<br/>,-1
  Borrower added on 11/05/13 > To pay off credit card debt that is at a much higher interest rate.<br>,4
" 577911 added on 11/20/09 > When can the fund be deposited?<br/> 577911 added on 11/25/09 > Please see my employment history<br/><br/>GetFugu.com Sept 2009-Present 2009<br/><br/>Database Administrator, making 120k a year.<br/><br/>Process America Mar 2009-Sept 2009<br/><br/>Database Administrator, making $135k annually.<br/><br/>Experian Oct 2007-Mar 2009<br/><br/>Database Administrator, making $115k a year<br/><br/>First Data  May 2002- Oct 2007<br/>Database Administrator, making $100K a year<br/>",14
  Borrower added on 10/22/12 > This loan is for the consolidation of my credit card debt<br><br> Borrower added on 10/22/12 > The loan is for the consolidation of my credit card debt<br>,-1
  Borrower added on 03/11/13 > I'm working to get out of debt as smartly &amp; economically as possible. I incurred credit card debt due to some life circumstances in which I had to limit my work hours. Now I'm working FT again &amp; strategizing our fiscal recovery. This loan would enable me to pay off high int rate cards &amp; rebuild.<br>,-1
  Borrower added on 08/14/13 > I have some small credit card balances that I would like to pay off and the monthly payment all together is greater than the monthly payment you offer and their interest is higher!<br>,0
  Borrower added on 02/03/14 > I intend on using this loan to reduce my payments on my current Lending Club loan.<br>,1
  Borrower added on 05/19/12 > I plan to use my funds to pay off my debts and combine them into one payment instead of multiple ones. It will actually save me more each month. I am lucky to be working at a very stable company that will allow me to grow and save. I am a good borrower because I'm steadfast about making my payments.<br>,-1
"  Borrower added on 03/13/14 > We had made some improvements to our home recently for around $80.   I paid cash for most, and put about $60k on our credit cards.   I paid off $30k of that credi card debt last month and looking to lower the interest on the rest.  Thanks<br>",-1
  Borrower added on 09/03/12 > I need to consolidate my Credit Card bills into one payment. I went a bit overboard on spending and had a personal emergency that led to the over spending. After a year and a half of working I have become more mature about my options as well as habits and am looking for a fresh start with this loan.<br>,-1
  Borrower added on 12/03/12 > for house improvement to make some repairs.<br><br>  Borrower added on 12/03/12 > for house improvement to make repairs.<br>,11
  Borrower added on 09/27/13 > debt consolidation of credit cards and loans<br>,0
"  Borrower added on 11/29/11 > About 2 1/2 years ago I consolidated one block of credit card debt through another lender. Those cards are still paid off to zero today, and it improved monthly cash flow. I was able to accomplish important financial goals, in part, because of the added flexibility and improved credit score. With this loan, I want to group most of the remaining consumer debt, reduce total monthly payments and accelerate the payoff rate to 5 years or less.  I would add more detail, but in my first attempt to add to my loan description I inadvertently included some potentially personally identifiable or prohibited information, thus more caution this time around.<br>",0
  Borrower added on 01/26/12 > I will be using the loan funds to consolidate my current credit card debt into a single loan.<br>,-1
  Borrower added on 07/17/13 > Loan will be used to pay off higher interest credit cards<br>,1
  Borrower added on 12/23/12 > Have to repair car.<br>,30
"  Borrower added on 09/08/11 > I plan to use the funds from this loan to purchase gold and silver as a store of value and a hedge against inflation in the current rough economy. The price of gold has risen over 46% in the past 12 months. I am able to pay back this loan because I am employed full time. Also, because I am using the proceeds of this loan to purchase an asset, I can liquidate the asset to get cash if I ever have trouble with payments.<br/> Borrower added on 09/08/11 > I plan to use the funds from this loan to purchase gold and silver bullion coins as a store of value and a hedge against inflation in the current rough economy. The price of gold has risen over 46% in the past 12 months. I am able to pay back this loan because I am employed full time. Also, because I am using the proceeds of this loan to purchase an asset, I can liquidate the asset to get cash if I ever have trouble with payments.<br/> Borrower added on 09/09/11 > The funds will be used to buy gold and silver.<br/>",-1
  Borrower added on 01/21/11 > Need to pay personal debt<br/> Borrower added on 01/21/11 > I have a job for over 15 years.  I decided to clean up my credit card and get credit debt free.  This is my new year resolution.<br/> Borrower added on 01/21/11 > The credit card is under my wife name.  We used the credit card for home improvement 2 years ago and now it is time to pay it off.<br/> Borrower added on 01/22/11 > Both my wife and I have a very steady job.  My wife work at her company for 15 years and I am 17 years.  We are very hard workers.  We put our home improvement on a credit card that we shouldn't have.  This loan will help us get out of the credit card industry and only have to concentrate on pay the loan.  We will not have any problem to pay the loan.<br/>,-1
  Borrower added on 09/16/13 > Want to consolidate debt<br>,0
  Borrower added on 12/11/13 > This loan is to consolidate some high interest loans that I already have. It will save me almost a thousand dollars a month and let me payoff the debt in 36 months. Thank you for considering me.<br>,1
  Borrower added on 02/04/13 > I have a loan now owned by OneMainFinancial that I currently pay over 23% interest on and will use these funds to pay that high rate loan off and make the payments to this lower rate loan instead.<br>,-1
"  Borrower added on 03/03/13 > I am looking for a Debt Consolidation Loan. I would like to pay off all my credit cards and make payments to one place (which I would do by direct deposit.) I have no problem making the payments, just want them all in one place instead of 4 separate cards.<br>",0
  Borrower added on 07/16/13 > Debt consolidation and other expenses.<br>,2
  Borrower added on 09/18/12 > We are expecting our baby next year and would like to start off with paying off our debt. Then hopefully consider buying a home with our expanded family on the way<br>,-1
  Borrower added on 09/29/13 > Currently pay $395 per month on my credit cards.  With this loan I'll be paying an additional $16 a month and cutting the time to pay off this debt from 20 years to 3 years.  I am looking forward to being debt free.<br>,-1
  Borrower added on 03/13/14 > Consolidation of credit card debt<br>,0
  Borrower added on 06/26/13 > Looking to consolidate my debt into 1 payment.<br><br> Borrower added on 06/26/13 > Looking to consolidate bills and personal debt into 1 payment each month.<br>,0
"  Borrower added on 01/25/11 > This is for the purchase of a second vehicle. My credit score is from low to high 726 to 760.  I have been the Human Resources Director for my company for the last 14 years.<br/> Borrower added on 01/25/11 > My annual salary is $107,500<br/>",1
  Borrower added on 09/29/11 > I plan on using this loan to pay off a higher interest rate loan that I currently have and a couple of credit cards. What makes me a good borrower is that I have never missed a payment of any bill that I have had and I have worked full time for 23 years in a very stable job.<br/> Borrower added on 09/30/11 > The only other loan I have is my mortgage and the current loan that I want to pay off with this new loan. I don't have any student or car loans either.<br/>,1
  Borrower added on 08/23/11 > Consolidate debt.<br/> Borrower added on 08/23/11 > Consolidate debt.<br/>,2
"  Borrower added on 01/28/13 > To pay off credit cards, etc<br>",3
  Borrower added on 01/06/14 > Debt consolidation to improve my credit score.<br>,-1
  Borrower added on 10/08/13 > Renovate our house and kitchen and repairs to windows and boiler<br>,-1
  Borrower added on 11/29/12 > This debt consolidation loan will help me a lot the intrest on my credit card<br>is to high<br><br> Borrower added on 11/29/12 > my loan is to pay my credit cards<br><br> Borrower added on 11/29/12 > This loan is to pay all my credit card bill and if any left over some hoiday <br>shoping but must of all my credit card the intrest is too high<br><br>  Borrower added on 11/29/12 > People take out loan for several different reason but the main thing is that<br>they need money.With a loan you would have the freedom to fullfill the needs and not having to worry about the high intrest rate of the credit cards<br>and by me taking this loan will help a lot of does worries and help<br><br> Borrower added on 11/29/12 > My story is that I have been paying high intrest on my credit cards and last<br>night I was looking and I got upset and said that most be a solution to this <br>madness and came to my office ready to find a solution not to be paying <br>all this high intrest when online and foud you and apply and apply<br>,-1
"  Borrower added on 06/04/12 > My loan is to pay off my credit card debt.  Because of high interest rates, it feels like I am getting no where with my debt.  Having the ability to pay one lump sum and reduce, if not eliminate the debit, would be amazing.<br>",-1
  Borrower added on 11/25/13 > consolidating high interest credit cards Chase &amp; Discover<br>,0
  Borrower added on 05/30/12 > Looking to consolidate debts to have more liquidity.  Do not want to sell stock at this price .   Have always paid back debts/no late payment.<br>,0
  Borrower added on 03/04/14 > I was recently given my uncle's mobile home. It is a 91 model and in need of updates. I am currently remodeling now but lack the funds needed to finish.   I am renting a house in town and hate it as I grew up in the country. Once I finish I will be able to move back to the country. Thank you!<br>,-1
  Borrower added on 08/08/12 > I wish to pay off debt as soon as possible to be eligible to open up a small business that I have been longing for.<br>,-1
  Borrower added on 11/07/13 > My debt includes credit cards and truck payoff.My truck payment alone is more than the payment of the offered loan amount. This loan would help save me quite a bit of money.<br>,-1
  Borrower added on 10/17/11 > Credit card consolidation and vacation<br/>,0
  Borrower added on 08/08/12 > Consolidation of multiply High interest loans.<br>,-1
"  Borrower added on 07/27/13 > Pay high interest Credit Card<br><br> Borrower added on 07/27/13 > Pay high interest credit card debt.<br>My current credit card interest is over 20% and even I pay more than the minimum payment the outstanding balance is not declining much.<br><br> Borrower added on 07/27/13 > The loan will be totally used to pay credit card debt. Interest on my credit card debt exceeds 20%, and even I have been paying more than the minimum payment, it seems that the balance remain high.<br>",-1
"  Borrower added on 08/19/12 > Hello,<br>I'm looking to consolidate multiple credit cards into one low monthly payment.<br>",-1
  Borrower added on 03/17/13 > Debt consolidation<br>,2
  Borrower added on 08/16/13 > I need to consolidate debt and would like to have just one monthly paymrnt<br>,0
  Borrower added on 10/16/13 > balance out<br>,-1
  Borrower added on 09/07/11 > I will be using the funds to help pay for the remainder of my wedding in November in Mexico. Currently we are saving $1700 a month just for the wedding and are also able to stay on top of all of our bills and rent. I  try to pay all my bills as soon as I receive my statements. I have currently been at my job for just shy of 6 years. I  feel I am a very reliable borrower.<br/>null,6
  Borrower added on 12/23/13 > To pay off medical bills and all credit card debt along with my auto loan.<br>,-1
  Borrower added on 03/30/13 > Credit Cards<br>,3
  Borrower added on 07/26/12 > This loan will help me pay down my credit card debt and lower my monthly expenses.<br><br> Borrower added on 07/26/12 > This loan will help to pay down my credit card debt and reduce my monthly expenses.<br>,-1
"This would be a loan to payoff Capital One and 24 percent interest. I've been making min payments - and of course, falling more behind. This would enable me to pay off this card and cancel it once and for all. ",-1
  Borrower added on 10/14/13 > credit card consolidation<br>,0
  Borrower added on 02/17/12 > I am using this loan to pay off my last credit card and get out of debt!<br>,1
  Borrower added on 02/03/12 > I am in the construction phase of the new location and need funding to make sure we are completed before season ends.<br>,18
"  Borrower added on 04/20/10 > I've been with my company for 5 years and have been moved to a new position with a raise to manage a newly aquired facilitiy as part of our on going expansion and growth. My fiance and I would now like with the extra income to consolidate all our debt and then start saving for our big day. With our regular monthly expenses ,including payment of loan we will still have an additional 1,000 dollars.<br/>",-1
"  Borrower added on 12/24/12 > I would like to pay off all my credit cards and only have one payment to make things a lot easier,plus its  a much better rate than most credit cards.<br><br> Borrower added on 12/24/12 > i would like too pay off all my credit cards, and only have one payment.<br>",0
  Borrower added on 03/02/14 > Consolidate credit cards<br>,0
"  Borrower added on 01/16/13 > To consolidate various credit card and retail store debt currently carried at high interest rates.  I have no difficulty paying these monthly, just want to save on interest.<br>",0
  Borrower added on 12/07/13 > DEBT CONSOLIDATION AND TAXES<br>,2
  Borrower added on 03/07/11 > I am getting married in September and it is time to get serious about my financial situation.  We are planning on having children soon after getting married and I do not want to have the stress of credit card debt to hinder such a positive experience.<br/>,-1
  574401 added on 11/15/09 > Thank you for lending me this money that will help me get rid of my credit card debt.<br/>,14
  Borrower added on 06/30/13 > consolidating debt so that within three years i will be totally credit card debt free<br>,-1
  Borrower added on 06/29/13 > My goal is to get out of debt.  I have been steadily making payments but the interest rates are considerable so my progress is slow.  With this loan the cut in the interest alone will allow me to speed up the process of getting out of debt.<br>,-1
  Borrower added on 05/30/13 > consolidate credit cards and get out of debt. Then put the remaining amount towards my wedding.<br>,6
  Borrower added on 01/17/13 > To pay off multiple credit accounts and just have one consolidated and smaller monthly payment.<br>,-1
  Borrower added on 02/24/14 > I wanted to consolidate several debts and upon receiving an invitation from The Lending Club I figured why not give it a try. I was amazed at how simple and quick the request and application were approved. I will recommend to everyone I know.<br>,-1
  Borrower added on 03/26/12 > Trying to gain control of finances.<br>,-1
  Borrower added on 08/22/13 > Consolidate<br><br> Borrower added on 08/22/13 > Consolidate<br><br>  Borrower added on 08/22/13 > Consolidate<br>,2
  Borrower added on 09/20/11 > This loan will be used to move my family across the country. The loan will cover any expenses encountered with the move and housing costs upon arrival.<br/>null,1
  Borrower added on 05/17/12 > My credit card debt accumulated by investing personal assets into my business.  I'm not some crazy shopper that puts jet ski's on my credit cards.  Thanks.<br>,-1
  Borrower added on 11/11/13 > Loan is to eliminate Credit Card debt and have funds available for emergencies (ie car repair).<br>,-1
  Borrower added on 12/19/13 > to pay off high interest credit card<br><br>  Borrower added on 12/19/13 > To pay off high interest credit cards<br>,-1
  Borrower added on 12/18/12 > Hello just consolidating my credit cards into one simple loan with a much nicer interest rate.  Thanks<br>,-1
  Borrower added on 05/02/13 > We are consolidating our credit cards and closing them so that we can be debt free.<br>,-1
  Borrower added on 09/19/13 > Credit card and loan payoff (debt consolidation)<br>,0
  Borrower added on 01/07/14 > vacation<br>,21
  Borrower added on 12/09/12 > To refinance a home equity line and 2 higher interest credit cards.<br>,-1
  Borrower added on 11/01/13 > Want to pay off credit cards<br>,0
  Borrower added on 04/26/13 > My loan is to pay off credit card and personal loan. That way l only have  one payment to make instead of 4 or 5 payments.<br>,-1
" 568520 added on 11/04/09 > I have just been informed by two credit card companies that my rate is now 24.99 and 27.99 respectively. These rates are effective starting January 1, 2010. I would like to pay these cards off.<br/> 568520 added on 11/04/09 > I have excellent credit and have a long credit history of 100 % on time payments. By restructuring this debt, I will be in a position to become a lending club lender within 18 months. This is exciting stuff.<br/>",14
  Borrower added on 03/11/13 > The loan is for making payoffs of Barclay and Sovereign credit cards.<br>,1
"  Borrower added on 08/11/12 > I have about 4 credit cards that I need to sum in 1 monthly payment and this seemed to be the right company for me iI<br> i will be cutting up those today ,  thanks alot everybody<br>",0
  Borrower added on 07/28/10 > Loan to payoff high interest credit cards.  Thank you.<br/>,1
  Borrower added on 04/08/12 > I intend to use the funds for home improvements and repair.  Some repair are needed to avoid further problems.  I have been in the corrections/law enforcement field for the past 15 years.<br>,-1
  Borrower added on 03/26/12 > Credit card refinancing<br>,7
  Borrower added on 06/25/13 > pay off new purchase<br><br> Borrower added on 06/25/13 > pay off<br>,3
"I am more than capable of making monthly payments, but I do need to consolidate my credit card debt due to the wedding expenses I have incurred and the interest rates are simply too high, and it is draining my savings.  I need this loan to simplify payments and stabilize my savings account, especially during these unpredictable economic times.  I would appreciate the funding of this loan.  Thanks.",-1
  Borrower added on 10/15/12 > I AM CONSOLIDATING SEVERAL CREDIT CARDS TO ONE 36 MONTH MONTHLY PAYMENT<br>,0
  Borrower added on 11/21/13 > Want to pay off my high interest rate credit cards and get rid of this debt in a foreseeable time frame<br>,-1
  Borrower added on 02/03/10 > loan to consoldate credit cards<br/> Borrower added on 02/03/10 > consoldate credit cards<br/>,0
  Borrower added on 07/20/12 > I have a personal loan that I will be paying off that has a much higher interest rate (21.99%).  This will allow me to pay it off much sooner.<br>,-1
