desc,label,bert_risk_score
  Borrower added on 08/28/13 > Debt. Consolidation<br><br>  Borrower added on 08/28/13 > Debt Consolidation<br>,0,0.34335357
"  Borrower added on 04/30/12 > Minor wedding expenses to make final payments, would prefer not to put on credit card.<br><br>  Borrower added on 05/01/12 > Highly likely that the loan will be paid off well before the 36 month period.<br>",1,0.34217015
"  Borrower added on 10/08/13 > Once I make the minimum payments on my debts, I am still drowning by the end of the month &amp; of course the debt doesn't go down much with just the minimum payments. I wake up and go to sleep thinking about the debt load I am currently carrying and would really like to find a better way.<br>",0,0.3416433
  Borrower added on 02/04/13 > I have a loan now owned by OneMainFinancial that I currently pay over 23% interest on and will use these funds to pay that high rate loan off and make the payments to this lower rate loan instead.<br>,0,0.34220245
  Borrower added on 12/28/12 > This will help in simplifying my finances and give more fully peace of mind. Thank you.<br>,0,0.34340772
  Borrower added on 10/01/13 > I have 4 credit cards that I would like to pay off within a shorter time frame. I have been paying on time for about 2 years and pay more than my minimum by about half but still am not getting it cleared up.<br>,0,0.34217775
  Borrower added on 08/08/13 > Looking to consolidate debt<br>,1,0.3445959
  Borrower added on 01/21/14 > To purchase a mobile home.<br>,1,0.34421402
"  Borrower added on 08/08/12 > Funds are needed for working capital to start up an insurance agency.  Funds will be dispersed for lease deposit and first month lease, cost for furniture and electronics, payroll, advertising and office supplies including signage for business.<br>",1,0.3425049
"  Borrower added on 03/22/10 > Dear Investors, I am a Corporate Travel Arranger in New York who plans and book trips for Corporations and the New York State. <br/>I really want your funding so i can get out of all my revolving credit card debt sooner, at a lower rate and chop down the terms left on my car payment. <br/>It will be easy and very convenient for me to use your funding for this because i already make on-time payments every month on every single bill and has never been late. My monthly bills total close to my expected payments with this loan except i will not be drowned in iterest and my debt will be a thing of the past by the end of the 3 year loan term. I am counting on you!! Sincerely, Jemimah<br/>",0,0.34081808
  Borrower added on 09/17/12 > medical bills<br>,1,0.3447753
"  Borrower added on 09/11/13 > I rebuilt my boat trailer and remodeled our bathroom last year.  I took out a loan with another bank with and APR of 28.17%.  This loan will allow me to lower that APR by more than 17% and lower our monthly payment, while maturing in the same time frame.  Thank you for your considerations!<br>",1,0.34166393
  Borrower added on 08/08/11 > Looking to try out Lending Club by consolidating my credit card debt.<br/>null,0,0.34337187
  Borrower added on 09/27/13 > Pay off debt<br>,0,0.3446686
  Borrower added on 04/12/12 > refinance credit cards<br>,0,0.3442584
  Borrower added on 05/20/13 > I will use this money to pay off my credit cards and use what is left over to do some home improvements.<br>,0,0.34321874
"  Borrower added on 05/08/12 > I have been working on paying down my debt for some time now, and have not missed any payements. I was paying them off quikly until the housing market fell and my interest rates went through the roof.  I am hoping to get a lower rate to pay off my debt more quickly. Please consider my loan.<br>",0,0.34159416
"  Borrower added on 11/12/12 > I recently made a  commitment to becoming debt free, but I find it almost impossible with the outrageous interest rates on my credit cards.  I have been in the same profession for 22 years and look to eventually retire from the same. I have a good history of paying monthly payments on time.<br>",0,0.3418216
  Borrower added on 02/16/14 > Hello <br> I am trying to upgrade my current vehicle with something newer and safer.<br><br> Borrower added on 02/16/14 > Hello<br> I am trying to upgrade my current car with something newer and safer. <br>Thank you<br>,0,0.34211212
"  Borrower added on 06/07/12 > I've already been successfully snowballing my credit card balances for about a year now, just looking to lower my over all interest rates and combine everything into one payment.<br>",1,0.342411
"  Borrower added on 08/01/12 > We are hoping to expand our current thrift store to include doing business as a pawn shop. We are approached on a daily basis by customers who want to pawn an item instead of sell it. After looking into it, there is only one locally with a good reputation who is seldom open and one who isn't.<br><br> Borrower added on 08/01/12 > To have the money to expand the company to include Pawn Shop.<br>",1,0.34143305
  Borrower added on 11/14/10 > i am putting it towards pay off higher interest on a existing business credit card<br/>,0,0.3434892
  Borrower added on 12/27/12 > I plan on paying off a credit card that has a higher interest rate than the rate Im getting with Lending Club.<br>,0,0.34299976
  Borrower added on 08/15/12 > We are applying for this loan to enlarge our kitchen a bit to accomodate our growing family. We already have half the money required for the remodel saved up. My wife is looking forward to having the kitchen space so our daughter can be in there learning to cook and bake.with her. Thank you.<br>,0,0.341851
"  Borrower added on 12/10/13 > This loan was initiated to pay off my first Lending Club loan. It will also reduce my interest rate, for I have one year of on time payments, so I plan to pay off this loan within 2 years.<br>",0,0.34216678
  Borrower added on 05/13/10 > I plan to use the loan for home improvements and car repairs.  My job is very stable and I am actually about to make double what I make now becuase I just graduated RN school.<br/>,0,0.34244958
  Borrower added on 01/15/13 > I just need the loan to pay off some bills and make it a little easier on me financially.<br>,1,0.34330752
  Borrower added on 12/13/10 > I would like to use this loan to consolidate my credit card debt with high interest rates.  I work full time and have an excellent history of paying bills on time.   I do not have a car payment and I am not a shopper.  I went into debt when a family member suddenly got sick and I had to move states to help care for him.  I used my credit cards to help with the my move and with his medical expenses.  I am a great candidate for a loan and will work hard to pay it off sooner than 60 months.  Thank you for your time and consideration.<br/>,0,0.3410718
  Borrower added on 03/05/13 > Using the funds to consolidate some smaller CC balances and purchase an engagement ring!  Thanks for the help.  Fully employed since graduating college 6+ yrs ago and will repay in full.<br>,0,0.3424167
"  Borrower added on 12/19/13 > Good afternoon, my loan will be used to consolidate several credit cards.   We have recently paid off all other debt and remaining debt (beside home) is credit card and looking forward to being DEBT Free.  I look to pay off in less than 18 months, despite 36 month term.  Thank you.<br>",0,0.34186265
  Borrower added on 12/14/11 > refi credit cards<br> Borrower added on 12/15/11 > refi credit cards<br><br>  Borrower added on 12/15/11 > This loan will allow me to payoff my debt faster.  I always pay my bills on time and apply extra.  Being debt free is my goal. My job is very secure. <br>,1,0.34169382
  Borrower added on 11/22/13 > Using the loan to clear up my credit cards.<br>,1,0.34384838
  Borrower added on 11/05/12 > Paying off previous loan to lower monthly payments and get caught up on some medical payments.<br>,0,0.34343198
  Borrower added on 10/04/12 > debt help<br>,1,0.34480733
"  Borrower added on 10/04/13 > this loan will consolidate all my debt into one monthly paymen.<br><br>  Borrower added on 10/05/13 > my loan is going to be used to consolidate my debt ,I will use the money to pay off all my personal debt i.e., my truck , my pool, my credit cards and any other personal debt.<br>",0,0.34167007
"  Borrower added on 07/03/12 > This loan is to consolidate credit card debt I have accumulated throughout my youth.The financial mistakes I have made could easily be more severe. Fortunately, I have learned my lesson and I am improving my understanding of how finances work everyday.<br>",0,0.34210175
  Borrower added on 12/05/11 > paying off my account<br> Borrower added on 12/07/11 > I just want to get all my credit card debt together with one payment and get this debt paid down<br>,1,0.34270296
  Borrower added on 11/27/13 > Helping my son who is unable to work due to illness<br>,0,0.34414968
  Borrower added on 01/06/14 > to pay off credit cards<br>,1,0.3442859
  Borrower added on 05/23/11 > Credit card consolidation.<br/> Borrower added on 05/26/11 > credit card conslidation<br/>,0,0.34319693
"  Borrower added on 07/08/10 > i have 4 high interest credit cards totaling $22,000. need loan to pay them off and save.<br/> Borrower added on 07/10/10 > I have good credit, i have never paid a late payment in my life. i have never been fired from a job, and never been on unemployment.I have a great job with a government contractor @ Ft. Meade in Marland, where i work as a General Maintenance Tech.<br/>",0,0.3413278
"  Borrower added on 03/08/12 > Home improvement will be to update outdated kitchen, purchase and install new front door and paint interior of the house.<br>",0,0.34317133
  Borrower added on 01/14/13 > My loan is to reduce my credit card debt in order to lower my monthly costs and become debt free so I can raise my credit score and eventually save to buy a house.<br>,1,0.3425951
  Borrower added on 06/14/12 > We are looking to consolidate some credit cards. We pay our bills on time every month but are just looking to get out of debt sooner.<br><br>  Borrower added on 06/21/12 > Getting this loan will help us get out of debt faster and life our life completely financially stable!<br>,1,0.34192806
"  Borrower added on 09/22/11 > I ended up in a bad situation where I was left in debt by an individual,I am being responsible and doing what I need to do. If I make the minimum payments on my cards at 21% It will take me 30 years to pay them off, I would much rather do it in 5. I have worked very hard to rebuild my credit , I always pay my cards on time, but I just need this to be over in 5 years not 30yrs.<br/> Borrower added on 09/27/11 > Although I have only been with my current employer for 3 years, I have been in the same industry for over 15 years. I work in the investment field and I can promise you I am a good investment and will not default on this loan, I need this so I can move on with my life and get free from all debt. Thank you<br/>null",1,0.34073257
  Borrower added on 07/29/13 > Wanted to consolidate Credit Card payment into one.<br>,0,0.34403175
  Borrower added on 05/10/13 > I want to put a new roof on the house.<br>,0,0.34399316
  Borrower added on 11/28/12 > to consolidate credit cards and pay off some medical bills<br>,0,0.3439559
"  Borrower added on 07/30/12 > i need to make engine repairs to my vehicle, its a great truck and i do not want to buy a new one, it has many more years left on the road.<br>",0,0.34272704
  Borrower added on 01/22/14 > Pay off other bills<br>,0,0.34446284
  Borrower added on 08/08/12 > Debt Consolidation<br>,0,0.34486428
  Borrower added on 07/25/13 > Debt Consolidation<br>,0,0.3448845
  Borrower added on 01/30/14 > I need this loan to pay off some credit cards debts.<br>,0,0.3437772
  Borrower added on 04/18/12 > The plan for the loan is to pay off all our credit cards.<br><br>  Borrower added on 04/23/12 > After payoff my credit card debt with this loan I will be saving $350 a month in credit card payments.<br>,0,0.3421491
  Borrower added on 11/14/11 > im trying to pay off my credit cards without damaging my credit<br>,1,0.34374088
  Borrower added on 09/19/13 > To pay off bills<br>,0,0.34452423
"  Borrower added on 02/09/14 > This loan will give me the opportunity to pay off my credit card debt, something that has felt impossible due to compounding interest.<br>",1,0.34295473
  Borrower added on 06/04/13 > Just making my home a better place to live upgrading<br>,0,0.34411684
  Borrower added on 12/05/13 > To pay off credit cards and be debt free.<br>,0,0.34396157
"  Borrower added on 03/16/10 > I plan to use this loan to pay off my credit card debt (the interest rates are higher than the loan rate), pay for my next semester of school, and make a few upgrades to my house.<br/>",0,0.34232545
  Borrower added on 06/25/11 > Debt Consolidation Credit Cards and Auto Loans. I work in a Public Service Industry. I have never been un-employed.This loan would save me about 40% of my monthly payouts. It cuts my current interest rate on credit cards and car loans in half. It would be a tremendous debt relief.<br/>,0,0.34169805
  Borrower added on 10/19/12 > My loan is for paying off credit cards and eventually become debt free.<br>,0,0.3435616
  Borrower added on 11/13/13 > debt consolidation and new roof for home<br><br> Borrower added on 11/13/13 > The loan is for debt consolidation and to put a new roof on my home.<br>,0,0.3425512
  Borrower added on 10/07/10 > We are outgrowing a 1600 sq ft house and want to add on a guest room/office this winter.<br/>,0,0.34315884
  Borrower added on 01/17/14 > I would like to consolidate all my debt into one monthly payment and become debt free after this loan is paid.<br>,0,0.34315497
  Borrower added on 01/30/14 > Loan is to pay off credit card debt<br>,1,0.34401235
  Borrower added on 06/25/10 > This loan is for partial payment of my franchise fee and training<br/> Borrower added on 06/25/10 > I will be keeping my fulltime job with the state which I have been at for 10years. I'm waiting for my homebuyer's tax credit which I thought I would've have recieved by now to aid me with the rest of my costs as well as help pay on the loan when I receive it.<br/>,0,0.34132096
"  Borrower added on 10/08/11 > My monthly expenses  including rent, utilities, ect are $1650.<br/>",0,0.34358191
"  Borrower added on 08/16/13 > the loan is to consolidate my credit card debt so I can get it all paid off in one payment,  with a smaller interest rate which will save me money in the long term<br>",0,0.3425405
  Borrower added on 08/31/10 > I would like to use this loan for debt consolidation.  I have been at my job for 5 years after working there 1 year as a temp.  I am reliable and will do everything I can to make the monthly payments in a timely manner as I am not a fan of late fees and penalties.   I hope you will consider me for this loan.<br/>,0,0.3416351
  Borrower added on 04/03/13 > Consolidation / Home improvenment<br>,0,0.344388
  Borrower added on 07/27/12 > I am paying off a bank loan that has my '04 ford explorer which is around 4 grand. Also paying off my first loan with lending club which is around 7 grand. The remaining balance would go to pay on my principal on my home mortgage so i can refinance. Lower my rate and go down to a 15 year note.<br>,0,0.34154406
  Borrower added on 02/28/14 > I used CC's to help get through the recession and now have stable income to start paying them off. This loan is to refinance current CC debt. The advertised APR will save me significantly over a 3 year term allowing me to eliminate CC debt within 3 years or less.<br>,0,0.3418723
  Borrower added on 06/10/13 > Buy new furniture for my home. To paint the outside and inside of my house and to put in new carpet.<br>,0,0.34320125
  Borrower added on 10/20/11 > This would be a loan for credit card consolidation.  I have a consistent employment record.  I have been with my current company for over 10 years.  I pay my monthly expences on time.  This loan would allow me to group my three high interest credit cards into one easily paid loan that I can manage and pay off quickly. This  will allow to take more money into savings and retirement fund.<br/>,0,0.34148866
  Borrower added on 05/20/13 > this loan is for me to try &amp; pay off credit cards to help my monthly cash flow<br>t<br><br> Borrower added on 05/20/13 > loan to help pay crecit cards<br><br> Borrower added on 05/20/13 > to help pay credit cards<br>,0,0.34180334
  Borrower added on 10/12/13 > Pay off high credit card.<br>,1,0.3442344
  Borrower added on 01/09/14 > This loan is to payoff existing credit cards.<br>,0,0.34386602
  Borrower added on 08/29/13 > I need this loan to pay off my checking account debts.<br>,1,0.3438651
  Borrower added on 10/17/12 > To pay off other loans which would decrease my monthly payment.  This would be a tremendous help to me.  It would give me about $350 more left over each month.  Thanks for your consideration.<br>,1,0.34232146
  Borrower added on 12/09/13 > I would like the loan to consolidate my bills to only have one payment.<br>,0,0.34350237
"  Borrower added on 12/06/13 > I am borrowing to consolidate and pay down my financial obligations faster and at a lower interest rate.  I have a steady job, conscientiously built good credit with timely payments as I responsibly meet all my obligations always.  I am working a plan for financial security in the new year.<br>",0,0.341743
  Borrower added on 08/09/13 > I would like to pay off my 3 credit cards and get a use truck.<br>,1,0.34357306
  Borrower added on 12/31/13 > To make one payment for my debts which is affordable short duration and lower interest rate than present situation<br>,1,0.34302008
"  Borrower added on 07/23/12 > Consolidation loan for car loan, revolving debt and medical bills to ensure a lower rate than leaving them on my revolving cards.<br><br>  Borrower added on 07/26/12 > This loan is an easier way to pay back bills and consolidate my entire breadth of debt. I have no issue paying back the debt at a higher interest rate with the revolving debt companies, but figured I'd get a personal loan to ensure a timeline of payback and cut a bit off of the interest rates.<br>",0,0.3409837
  Borrower added on 08/01/13 > credit card consolidation<br>,0,0.34453368
  Borrower added on 12/03/13 > To finish paying off high interest rate credit cards<br>,0,0.34393305
  Borrower added on 08/07/12 > Purchasing service to keep our house in good repair and good looking. Lost to much home value to do a home equity loan. We have never missed paying a bill and not been late paying one in over 15 years.<br>,0,0.34234926
  Borrower added on 07/01/13 > pay credit cards<br>,0,0.3446079
  Borrower added on 02/25/13 > We are replacing an old pool liner and converting to a salt water system.<br>,0,0.34350422
  Borrower added on 01/07/14 > To make my payments easier to have one payment instead of of many payments.<br>,1,0.34343916
  Borrower added on 11/11/13 > Just a debt consolidation loan that will give me a structured loan payment with a consolidated interest rate<br>,0,0.34324038
  Borrower added on 06/08/12 > Early in my adulthood i was using my credit card for everything with a pretty high rate. Now when i am planning a wedding my early mistakes caught up to me. The interest rate here is better and will help us save money for long term needs.<br>,1,0.3420212
  Borrower added on 03/13/14 > consolidate my credit cards<br>,1,0.34437767
  Borrower added on 06/21/11 > I plan to use this money to finally get out of credit card debt! I will pay off both my current existing lending club loan and also my credit card debts.  Thanks for investing in my loan!<br/>,0,0.34248236
  Borrower added on 08/01/13 > This is my second loan from Lending Club.  I plan to use the funds to consollidate some finances.  I have been at my currently employer for 11 years.  My monthly budget including rent is $2300.<br>,0,0.34233493
  Borrower added on 06/30/12 > Did not realize that awhile ago they raised my rate. I was told that a letter was sent. Since everything I do is on line I threw it away as being junk mail<br>,1,0.3423915
"  Borrower added on 08/11/10 > I'm requesting this loan in order to consolidate $12,000 in credit cards bills and $11,000 in a personal loan with Citibank.  I have never missed a payment with Citibank (paying $531.79 per month).  I've been working with DE Shaw for 10+ years.  I own my home with a montly mortgage of $1410.86, I do not have a equity loan.  The value of my home is $250,000 of which I owe approximately $208K.<br/>",1,0.3409955
  Borrower added on 07/29/11 > I have been employed by the same employer for 11 years and have a good income.  I have always paid my debts on time and would like to consolidate my revolving debt to pay off within 3-5 years.  Once the funds are received I will pay off and close the revolving accounts that are no longer needed.  Thank you<br/>,0,0.34179673
  Borrower added on 01/19/11 > Pay off loan for2005 amer-camp travel trailer &amp; medical bllls on credit cards<br/>,0,0.34320942
  Borrower added on 03/01/14 > Clean up debt<br>,0,0.3447435
  Borrower added on 05/04/12 > This is to cover closing cost on refinancing my home<br>,1,0.34365267
  Borrower added on 07/23/13 > I want to consolidate three high interest credit cards.<br>,0,0.34382373
"  Borrower added on 01/23/12 > will be using the money to pay for a family vacation. Also, some of the money is for a new roof.<br><br>  Borrower added on 01/25/12 > I have been employed by a major public utility for over 25years.  I have never missed a loan payment in over 30 years of borrowing. thanks<br>",0,0.34178272
  Borrower added on 11/29/12 > I want to consolidate my debt into one payment. This would help me and my future tremendously.<br>,1,0.34334508
  Borrower added on 08/04/13 > To payoff high interest credit cards and to repair two vechiles that I own<br>,0,0.34337574
  Borrower added on 09/03/13 > I would like to pay off all of mine and my wife's debt so we can make a fresh start. The remaining amount will be used on car repairs.<br><br> Borrower added on 09/03/13 > I would like to pay off all of mine and my wife's debt so we can make a fresh start.<br><br> Borrower added on 09/03/13 > I would like to pay off all of mine and my wife's debt so we can make a fresh start.<br><br> Borrower added on 09/03/13 > I would like to pay off all of my debt so that I can make a fresh start.<br><br> Borrower added on 09/03/13 > I would like to pay off all of my debt. I have been employed for nine years to the same company. The payment amount will fit into my budget. I feel that makes me a good candidate for a loan.<br>,1,0.340717
I recently married and since this was the second time for both of us we decided we would pay everything ourselves. Things were going good until my wife was diagnosed with an illness that had prevented her from working. She is back to work now but the bills didn't wait and with the high intrest we have found ourseleves in a bind. ,1,0.34159377
  Borrower added on 01/09/14 > This is to pay off my current loan and consolidate another bill.<br>,0,0.34361938
  Borrower added on 11/09/12 > Credit card debt consolidation<br>,0,0.3444433
  Borrower added on 09/23/12 > My credit card companies are charging me a fortune in interest rates and I would like to be able to pay them off and close them out.  Advisors claim that you can call cc companies and get your interest rate lowered...in my exp. they do not.<br>,0,0.3419886
  Borrower added on 08/10/12 > The purpose of my loan is consolidate credit card debt<br><br>  Borrower added on 08/13/12 > This loan is to consolidate credit card debt<br>,0,0.34270528
"  Borrower added on 10/09/12 > hi, the reason i need this loan is because i dont want to be paying three different cards. i want to be able to send one payment each month. and if Lending Club approves me for the loan it would be like one hundred pounds were lifted of off me. <br> thank you very much.<br>",0,0.34182745
"  Borrower added on 09/19/13 > To pay off my higher interest credit cards faster and at a lower rate.  Also to upgrade my bathrooms (tub, shower stall and wall tiles) that were installed when the building was built in the 1960s and not replaced when it went condo and I bought it 21 years ago. They aren't pretty.<br>",0,0.34185168
  Borrower added on 07/16/13 > Credit card and medical bills consolidation<br><br> Borrower added on 07/16/13 > credit card and medical bill consolidation<br>,0,0.3430269
  Borrower added on 12/28/13 > personal use<br>,1,0.34484038
  Borrower added on 02/09/12 > Pay off high interest credit card and personal loan<br>,0,0.34401655
"  Borrower added on 04/14/12 > Will use funds to pay off an existing Lending Club loan, reducing monthly payment by 200 a month.<br><br> Borrower added on 04/14/12 > Been employed at same employer for 10 years. Loan will reduce monthly expenses by 250 dollars. Will be used to pay off existing loan at higher rate/fixed payment.<br>",0,0.34167245
  Borrower added on 02/12/14 > I would like to consolidate debt and then save to buy another house<br>,0,0.34380627
  Borrower added on 06/25/13 > The loan requested is to payoff credit card debt in a fixed time as well as to make one payment as opposed to several.<br><br> Borrower added on 06/25/13 > to consolidate credit card debt and establish one payment<br>,1,0.34212306
  Borrower added on 12/16/12 > Consolidate my bills and lower my monthly payments.<br>,1,0.34389126
  Borrower added on 11/06/11 > Loan to payoff credit cards<br/> Borrower added on 11/06/11 > n/a<br/> Borrower added on 11/07/11 > n/a<br/>,0,0.3425989
  Borrower added on 01/07/14 > Backed up credit cards and wedding planning<br>,1,0.34410056
  Borrower added on 02/15/11 > I wanted to consolidate my high interest Credit Cards.<br/>,1,0.34375188
  Borrower added on 12/09/11 > I plan to use these funds to pay off all my credit cards. I have quite a good job but it required a lot of school! I find myself in a situation that while in school i racked up credit card debt and now I would like to consolidate it to make things easier for me financially. I haven't missed any credit card or car payments in probably 3 to 4 years now. I at least make the minimum payment for all of those bills.<br>,0,0.34131905
  Borrower added on 04/09/13 > pay off higher interest rate credit card and payoff balance on my 2009 mazda3.<br>,0,0.343543
  Borrower added on 03/06/13 > To pay off short term loan commitments and lower overall interest charges.<br>,0,0.34353772
"  Borrower added on 09/10/12 > Funding needing for relocation for work.<br><br>  Borrower added on 09/13/12 > Funding needed for relocation for work. My company will be reimbursing many of these expenses once we are relocated, but we are having to pay these expenses upfront ourselves. Thanks for your time &amp; help!<br>",0,0.34186748
"  Borrower added on 03/11/14 > Just recently co-bought a home and needing to do some minor repairs, also trying to avoid any lengthy amounts on my credit card due to move. I have been an active member on Lending Club for one year now with great success and have recommended it to others. Thanks!<br><br> Borrower added on 03/11/14 > I have immaculate standing with Lending Club for over one year and willing to do the same with this small loan. Thank you!<br>",0,0.34133467
  Borrower added on 04/09/13 > First business was a failure and while I used that business as a springboard for my current career I was still left with debt most of which has been paid back. What is left is at high rates and consolidating under a lower % will bring that down significantly allowing me to pay off the principle.<br>,0,0.3416197
  Borrower added on 01/20/14 > paid off some credit cards and pay on school loan<br>,0,0.343949
  Borrower added on 05/01/12 > payoff Chase credit card<br>,0,0.34435746
  Borrower added on 05/11/13 > Refinance high interest credit cards.<br>,0,0.34392908
  Borrower added on 11/21/11 > I'm viewing this as a great way to consolidate some debt at a lower interest rate.<br>,0,0.34300873
"  Borrower added on 11/19/10 > Recently married, new house, car paid.....three years and debt free except for the mortgage and then we are going to work on that!<br/>",0,0.3429053
  Borrower added on 12/28/12 > This will be used consolidate credit cards that have high interest rates.  I would like to make just one payment for my debt instead of numerous agencies. My budget is $700/month to pay debt off and I often feel I am not decreasing balances quickly. More financial freedom and debt free is my goal.<br>,0,0.341742
  Borrower added on 11/20/13 > NEED A FRIDGE!<br><br> Borrower added on 11/20/13 > I NEED A NEW FRIDGE RIGHT AWAY<br>,0,0.34305626
"  Borrower added on 09/12/12 > In the coming years, I'm focusing on getting myself out of debt once and for all. I'm confident this loan will allow me make to make that progress I so I can put this phase behind me and work towards future financial goals like saving for a home.<br>",0,0.34185693
"  Borrower added on 08/13/12 > I would like to receive this loan to consolidate my debt and help give my daughter some money towards her wedding in October.  The additional funds would also help me to make some needed updates to my home ,like a new steel door and screen door.  Thank you for your consideration.<br>",0,0.3419737
"  Borrower added on 04/05/13 > I am consolidating 3 debts that I have, to one payment. I would like to reduce my interest rate and I will be paying more than the minumum payment each month.<br>",0,0.34241053
  Borrower added on 05/23/13 > We have had medical issues in our family and have run up credit card debt.<br>Would like to get out of debt now that issues have been resolved.<br>,0,0.3427347
  Borrower added on 07/07/13 > To consolidate bills I acquired over past five years and pay them off with one payment<br>,0,0.34349692
  Borrower added on 07/30/13 > Needs to pay off Credit Cards as the interest rate payments are too high.<br>,0,0.3435158
  Borrower added on 03/21/13 > To reduce debt so I can save some money<br>,0,0.34393343
"  Borrower added on 10/10/11 > I have a great and steady job. I'm Consolidating, paying off bills, and savings. Never been late on a payment and excellent credit,<br/>",0,0.34263724
  Borrower added on 09/14/12 > I need money for moving expenses and for a buffer for the first month while I transition into working in my new location. I have successfully paid off two previous Lending Club loans in the past couple of years.<br>,1,0.34248096
"  Borrower added on 08/18/12 > home improvment<br><br>  Borrower added on 08/27/12 > Principal and /or interest payment $819.06,  Escrow payment (insurance&amp;taxes)..$225.05.  Light bill $148.00.  Water bill $65.00.  Food  about $220.00 per month.<br>",1,0.34167984
  Borrower added on 01/17/13 > I would like to consolidate my debt so that it is easier to manager and pay off quickly. I have no monthly payment except my credit cards and think that one payment will help me to do this quicker. I hope to pay this off as quickly as possible.<br>,1,0.34206533
  Borrower added on 12/28/11 > Consolidating high interests credit cards to lower interest within a time frame of 60 months<br>,1,0.3432171
"  Borrower added on 08/04/12 > To consolidate credit cards with lower interest rates. $3k would consolidate 2 credit cards that would then be closed, plus half of another one that would allow me to contact company to request lowering credit limit to a more manageable amt of $1k. Am mortage-free on my home &amp; carry life insurance.<br>",0,0.34166113
  Borrower added on 12/29/13 > Consolidate credit cards to one monthly payment<br>,0,0.34420723
"  Borrower added on 12/15/11 > I had recived a loan from Citi Financial about a year ago, I was paying 29.99 intrest, so the refinance is to cut that rate since cleaning up my credit I have been paying everything on time as shown on my credit report<br>",0,0.34189087
"  Borrower added on 09/30/11 > I plan to use the funds for home improvements, such as new carpet through out, new windows and a few bathroom updates. My monthly budget is car payment, mortgage, a few credit cards, insurance, utilities, food, etc.... $2262.00. I'm a good borrower because I make good money my job is stable, I pay my bills on time.<br/>null",1,0.34141034
  Borrower added on 03/26/13 > The loan will be used to pay off credit cards and another existing loan.<br>,0,0.3435796
  Borrower added on 05/23/11 > mostly for debt consolidation.<br/>,1,0.34444356
  Borrower added on 04/14/13 > I would like to consolidate almost all of my debt into one monthly payment so I can have some light at the end of the tunnel.  It will save me money on my high interest credit cards as well.<br>,1,0.3423682
"  Borrower added on 02/06/13 > I've had a dream for a long time of owning a vintage Ducati motorcycle.  Years pass... 2013 is the year I'm going to make this dream a reality.  I already have the skills to restore vintage motorcycles, and with your help I can purchase the bike of my dreams.  Thank you.<br>",0,0.3414746
  Borrower added on 08/10/12 > Pay off credit cards so I can start saving more for retirement.<br>,0,0.34364116
  Borrower added on 04/29/13 > to  pay credit cards an debits<br>,0,0.344057
  Borrower added on 10/25/13 > Want to just finish consolidating the last of my debt and start fresh!<br>,1,0.3435522
  Borrower added on 04/30/13 > Pay off credit cards and car loan<br>,0,0.3441659
"  Borrower added on 09/16/13 > I built a small vacation home as an investment and got anxious to finish it so I put the last finishing details on my visa.now I would just like to lower my percentage rate,with your help,as opposed to the high rate my credit card co.is charging.thanks for your consideration.<br>",1,0.34171748
  Borrower added on 11/17/12 > my loan will be used to pay off all my bills and change the roof on my house<br>,0,0.34340638
  Borrower added on 02/10/14 > Debt consolidation.  Various charge cards and debts that I owe and if any left I need work done on my car before it can be inspected.<br><br>  Borrower added on 02/10/14 > Debt consolidation.  Charge cards.<br>,1,0.34219405
  Borrower added on 08/18/11 > Funds to be used to Pay High Interst Rates Credit Card Depts and make Home Improvements. Stable Job with Federal Government.<br/>,0,0.34310046
"  Borrower added on 02/06/14 > I need this..my basement crumbled. Insurance paid nothing. I am paying so much more and this will help me get ahead.<br>Thank you!<br><br>  Borrower added on 02/06/14 > THe issue is that I have too much money going out, which is the reason for the one loan. It is true..I had to get my home fixed and I had to put it on credit cards. I am trying to have one payment and free up some money each month for groceries and living. thanks sooo much<br>",0,0.34120154
"  Borrower added on 05/01/13 > The Plan with this loan is to consolidate credit card debt that we have.  The total amount of monthly payments saved will be in excess of $700 per month, and give us an end date to that debt.<br>",1,0.34234825
"  Borrower added on 06/01/10 > I plan to use the Funds to pay off credit card balances, which once I pay them off, I am going to destroy them, but not close them in order to keep my credit score from dropping.<br/>I am a good borrower as my credit history will show that I always pay my bills on time and have paid off many.<br/>My income does exceed my expenditures by 15%, but I am paying to much interest charges.<br/>I have been working 2 jobs for 20 years plus. I earn $63+K on one, and $30k on the other annually.  I intend to work another 10 years before retirement and I am putting my finances in order so that when I retire, I am not debt-laden.<br/>",0,0.34078738
  Borrower added on 10/08/12 > I would like to get a new spa cover and filter acessories.<br>,0,0.34345293
  Borrower added on 05/29/10 > Worked at the same job for 10years and both my husband and myself are working to change our future finances.<br/>,0,0.3434084
  Borrower added on 05/22/13 > This is a five year plan to eliminate credit card debt. Paying off cards and one unsecured loan and closing these accounts.<br>,1,0.34305394
"  Borrower added on 11/04/13 > money to be used to pay off credit card debts in the amount of 16,000 dollars, to sunoco,conoco,discover capitol one,citi card,first premier,bp,matrix,merrick bank,home depot,fifth third bank. The money will help to get off from under these credit cards in a much shorter period of time,saiving money<br>",0,0.34152073
  Borrower added on 05/08/12 > Closing cost for sale of home<br>,0,0.3442135
  Borrower added on 06/04/13 > Debt consolidation to make it easier month-to-month.<br>,0,0.343884
  Borrower added on 02/24/14 > TO  CONSOLIDATE MY DEBT INTO ONE PAYMENT<br><br> Borrower added on 02/24/14 > TO PAY OFF CREDIT CARDS<br>,0,0.3429608
